customer_id,first_name,last_name,email,phone,date_of_birth,age,gender,province,city,postal_code,customer_since,credit_score,has_auto_policy,has_home_policy,premium_tier
CUS000611,Stephanie,Blair,jmurray@example.org,341.746.8135,1952-12-10,73,M,AB,Valentineside,Y9K8R5,2024-11-25,577,False,True,Gold
CUS000612,Patrick,Edwards,murphybrianna@example.com,411-929-2075,1984-09-20,41,M,BC,Smallton,E2C7V1,2014-05-30,563,True,False,Gold
CUS000613,Caitlin,Mullins,uclark@example.org,+1 (721) 894-5590,1953-07-05,72,F,ON,North Brookeshire,G5M3X1,2015-05-26,679,True,True,Silver
CUS000614,Nicholas,Brooks,kristen89@example.com,+1 (676) 056-4204,1941-06-12,84,F,ON,Tracymouth,Y5A6T4,2013-11-21,614,True,True,Bronze
CUS000615,William,Franklin,yanderson@example.com,1-766-226-5401,1945-08-27,80,F,MB,Jeremyton,S2H 3H3,2015-05-30,809,True,True,Silver
CUS000616,Sylvia,Yates,ebrandt@example.net,246-259-1601 x124,1971-02-11,54,M,QC,Amandahaven,B1A2Y8,2019-10-22,606,True,False,Silver
CUS000617,Tina,Olson,ifrey@example.org,729.957.0472,1991-10-25,34,M,AB,Lake Lisa,G1E 4H9,2014-10-08,796,True,True,Silver
CUS000618,Jill,Wilkerson,jeremy59@example.net,+1 (380) 785-2548,1973-05-02,52,F,AB,Lake Angelabury,L1P1L7,2014-10-26,650,True,False,Bronze
CUS000619,Denise,Mitchell,jmorgan@example.org,212.327.4897,1988-06-21,37,F,QC,Duranbury,H1V4H9,2019-01-23,552,True,False,Bronze
CUS000620,Gina,Weiss,agomez@example.net,(401) 963-0453 x069,1963-05-07,62,F,ON,West Claudia,N1K 1M2,2018-09-13,709,False,True,Silver
CUS000621,Jennifer,Sanders,gwagner@example.org,+1 (152) 444-5446,1998-11-06,27,F,BC,Port Amanda,C8V9J2,2011-04-03,746,False,True,Bronze
CUS000622,Gina,Campos,john91@example.org,(978) 848-6999 x698,1953-10-19,72,F,QC,West Victoriamouth,G5V8E3,2014-10-22,499,True,False,Silver
CUS000623,Jesse,Patrick,lpage@example.com,238 397 2833,1962-03-05,63,F,SK,Lake Donnafort,R3H 9J9,2024-10-22,654,True,True,Bronze
CUS000624,Jennifer,Hawkins,garymartinez@example.org,723-200-1867,1973-05-27,52,M,QC,North Williamside,R9E2A5,2013-11-05,636,True,True,Bronze
CUS000625,Patrick,Davis,loweryjoe@example.net,1-953-198-0746,1993-08-31,32,M,QC,West Kyle,E4B1A8,2023-06-26,642,False,True,Silver
CUS000626,Richard,White,lisa45@example.net,+1 (571) 500-6666,1967-02-11,58,F,AB,Lake Phillipstad,C5C1K8,2019-02-07,574,True,True,Gold
CUS000627,Craig,Mendez,kelsey70@example.net,358-366-8348,1978-05-26,47,F,QC,Mooremouth,X7K 9Y9,2018-10-12,738,False,False,Bronze
CUS000628,Cynthia,Wilson,eharrington@example.com,759-625-7197,1952-01-17,73,M,ON,East Andrew,G8S 9P9,2023-06-03,715,False,True,Bronze
CUS000629,Jacob,Smith,tranadam@example.net,1 (821) 755-8517,1995-06-24,30,F,AB,Lake Juliefort,R2H9C9,2013-03-07,609,False,False,Bronze
CUS000630,Christopher,Marquez,bcase@example.com,122 975 8917,1981-11-01,44,Other,ON,Jenniferstad,G6E5Y6,2018-04-10,760,True,False,Bronze
CUS000631,Mary,Flores,aaronlane@example.org,1 (770) 900-1635,1961-04-19,64,F,AB,South Georgeberg,V3H9X6,2024-04-05,692,True,False,Silver
CUS000632,Nicole,Ramirez,davisabigail@example.net,924 731 2616,1972-12-12,53,F,ON,Adamland,P2Y 2B6,2025-07-25,733,True,True,Silver
CUS000633,Cheryl,Anthony,zavaladiane@example.com,461 053 7092,1963-01-25,62,M,ON,Joneschester,A5A2V9,2019-08-02,633,False,False,Silver
CUS000634,Larry,Dawson,jeremy29@example.net,269-893-6529 x447,1962-06-08,63,F,MB,New Laurahaven,V9J 2M4,2024-06-22,648,True,False,Silver
CUS000635,Jessica,Jones,martin25@example.net,+1 (932) 174-3574,1984-10-14,41,F,ON,West Monica,S7X 5B9,2017-07-08,676,True,False,Gold
CUS000636,Julie,West,veronicadavies@example.com,(183) 842-5364 x628,1986-05-09,39,F,AB,South Lisaview,R6P 6T2,2016-06-15,663,False,True,Silver
CUS000637,Randy,Harris,jessicasmith@example.org,(255) 107-4091 x311,1946-06-26,79,M,BC,Davistown,N7M 1T3,2013-07-13,850,True,True,Bronze
CUS000638,Andrew,Love,samantha54@example.net,120.122.7595,1959-01-12,66,M,MB,Maloneton,N4E 3N6,2025-06-11,700,False,True,Silver
CUS000639,Diana,Parks,scott95@example.org,640-717-3279 x805,1962-09-01,63,F,AB,Lake Karen,B5A 4R5,2022-07-21,765,True,False,Silver
CUS000640,Alexander,Vaughn,smithmichael@example.org,(260) 894-1184,1966-12-23,59,F,ON,Nicoleburgh,P6K3P1,2016-05-30,665,True,True,Silver
CUS000641,Chad,Brown,khudson@example.org,869-680-1867,1978-04-14,47,M,AB,South Vincent,J5J 6M4,2011-04-30,727,True,True,Silver
CUS000642,Philip,Ellis,matthewsmith@example.org,1 (301) 736-5426,1976-04-22,49,M,QC,Medinaburgh,H4G 5K6,2023-10-17,673,False,False,Silver
CUS000643,Chad,Mclaughlin,duncandawn@example.com,153-088-6843,1997-03-05,28,F,AB,North Patrickmouth,G6A 8M6,2022-04-10,621,False,False,Bronze
CUS000644,Wendy,Hawkins,kmorris@example.org,429.964.2603,1981-06-10,44,M,MB,Port Alan,T9P 3P2,2014-11-03,812,False,False,Silver
CUS000645,Tonya,Wu,aaronwallace@example.org,1 (323) 802-3621,1988-02-02,37,F,ON,New Ashleyfort,P2E 2S9,2017-07-14,779,True,True,Bronze
CUS000646,Amanda,Cook,crossnicole@example.net,472-168-8005 x378,1974-02-02,51,M,NB,Franklinberg,H6X5L1,2020-10-29,641,True,True,Silver
CUS000647,Wendy,Taylor,dmartin@example.org,(539) 482-3220 x414,1979-07-05,46,F,MB,Dianaberg,C4S 1P3,2021-12-30,608,False,True,Bronze
CUS000648,Jessica,Anderson,tiffanyhill@example.net,632 277 5213,1967-09-28,58,M,QC,Port Katherinehaven,S7N 5B7,2013-12-17,701,True,False,Bronze
CUS000649,Evelyn,Summers,jennifer93@example.com,275-691-9832 x102,1957-06-09,68,M,BC,South Kennethton,X1J 5E4,2023-08-02,567,False,False,Bronze
CUS000650,Judy,Nicholson,harveyphilip@example.org,931.670.8056,1971-11-27,54,M,PE,Skinnerfurt,B7R3K2,2019-07-13,677,False,True,Bronze
CUS000651,Linda,Cox,turnerjustin@example.com,1-707-663-4933,1991-05-14,34,M,QC,Deborahfurt,T3J 7G3,2017-06-29,738,True,True,Bronze
CUS000652,Mary,Davis,jonathanfloyd@example.net,958 542 1880,1964-10-03,61,M,SK,Lake Cindychester,K7M 5C4,2014-01-08,754,True,False,Bronze
CUS000653,Matthew,Allen,jenniferrivers@example.com,225-058-3334 x303,1982-02-06,43,F,BC,Melindahaven,R5A6P8,2022-08-20,691,False,True,Silver
CUS000654,Peter,Norris,victor76@example.net,1-753-536-5974,1967-05-30,58,F,QC,Riversland,J2L3G6,2015-04-13,663,False,True,Gold
CUS000655,Andrew,Wolfe,armstrongsara@example.net,1-781-526-9255,1978-06-02,47,F,NL,Whitebury,T4L 6G2,2014-12-26,719,False,False,Bronze
CUS000656,Paul,Fitzpatrick,brian48@example.net,(832) 614-5430,1965-08-03,60,M,ON,Lake Kayla,E9A 2A8,2025-01-17,569,True,True,Gold
CUS000657,Lynn,Gillespie,sarahmiller@example.net,(871) 845-2354 x268,1984-04-13,41,M,AB,Williamsfort,H7A 6X3,2014-05-05,614,True,True,Bronze
CUS000658,Sean,Chavez,uross@example.com,(837) 014-0052,1973-12-15,52,M,ON,North Sarastad,X1B3B8,2023-10-19,636,True,False,Gold
CUS000659,Gregory,Anderson,jacob73@example.org,+1 (209) 439-1368,1977-07-08,48,M,ON,North James,R3P 9P7,2013-08-25,615,True,True,Gold
CUS000660,Jennifer,Burke,barbarawelch@example.com,(352) 595-3322,1996-08-30,29,M,BC,Perezborough,A8M 4P6,2014-05-21,615,True,False,Bronze
CUS000661,Jeremy,Simmons,teresa76@example.org,987-082-6971,1957-10-30,68,M,QC,South Benjamin,V7E 2G6,2020-08-22,683,False,True,Silver
CUS000662,Stephanie,Hooper,patriciagrant@example.net,617 648 4673,1961-06-19,64,F,NS,Davidborough,G9G 1H2,2022-04-11,717,False,False,Bronze
CUS000663,Kelly,Osborn,ann92@example.net,625 606 2953,1987-09-05,38,M,ON,Allenfort,C1E 5Y7,2021-03-22,774,True,False,Bronze
CUS000664,Travis,Garcia,adamcaldwell@example.org,(941) 852-0136 x260,1986-10-22,39,F,QC,Perezfort,R5C8N1,2016-05-31,521,True,False,Bronze
CUS000665,John,Jones,sharonkeller@example.com,164.119.5564,1974-08-04,51,M,ON,New Jennifershire,N8T 6Y3,2011-12-03,659,True,False,Platinum
CUS000666,Linda,Shepherd,kingryan@example.org,419-712-1241,1984-08-05,41,M,ON,Bullockfurt,Y1T9R8,2014-03-28,692,True,False,Bronze
CUS000667,Frederick,Henry,zhall@example.net,827 607 5988,1962-09-02,63,Other,ON,Gomezborough,J7E6C5,2013-10-31,805,True,False,Bronze
CUS000668,Stephanie,Powers,hunter12@example.org,519 150 5764,1994-08-02,31,F,NS,Marshport,A3B7A9,2017-12-12,654,False,False,Gold
CUS000669,Kevin,Gardner,tcrawford@example.net,197-416-3656 x045,1999-01-17,26,M,ON,West Leroy,V7J 5B7,2020-03-21,587,True,False,Gold
CUS000670,Sydney,Alexander,andradeariana@example.com,196 353 0597,1982-03-15,43,M,ON,Danielhaven,T7S 5J4,2025-10-02,805,True,True,Silver
CUS000671,Melissa,Mendez,cheryl54@example.com,+1 (534) 544-3441,1971-08-20,54,M,BC,Hudsonshire,K8L 5L4,2019-08-07,661,True,False,Bronze
CUS000672,Joseph,Ortiz,foxerica@example.net,(922) 309-5862 x973,1997-08-31,28,M,MB,Coryburgh,A1T 3G2,2023-11-10,742,True,True,Silver
CUS000673,Kathleen,Mendoza,rachel85@example.org,1-165-579-2203,1985-01-24,40,F,ON,Ashleyport,C1G1K3,2024-05-29,651,True,True,Bronze
CUS000674,Nancy,Rodriguez,harrismichelle@example.com,+1 (158) 963-5957,1998-07-30,27,M,SK,Arellanoland,C9L 5P4,2014-11-22,589,True,True,Bronze
CUS000675,Mark,Hughes,jonessarah@example.net,1 (403) 423-6220,1947-03-21,78,Other,ON,Carterview,J5E4A8,2021-09-04,753,True,False,Silver
CUS000676,Robert,Figueroa,iharrington@example.org,285-294-6902,1975-09-02,50,M,ON,Kimport,T1L 5J4,2023-07-30,635,False,True,Silver
CUS000677,Brian,Perez,stacey22@example.net,1-366-527-5233,1962-07-17,63,F,ON,New Laura,G6A 7G2,2014-03-28,749,False,True,Bronze
CUS000678,Natalie,Hall,jamesortiz@example.com,616.750.7627,1978-10-10,47,F,ON,Johnton,L1P 2J3,2024-08-07,820,False,True,Bronze
CUS000679,Jessica,Hawkins,lisa23@example.org,(142) 028-4719,1944-02-11,81,F,QC,East Dorothy,M1B 8P7,2024-09-09,755,True,False,Gold
CUS000680,Jonathon,Ware,gblair@example.com,454-619-9240 x658,1984-07-23,41,F,QC,Moorefort,N3X 3C6,2019-12-15,679,True,False,Gold
CUS000681,Leah,Richards,paul84@example.net,1-382-373-3791,1969-02-14,56,F,AB,North Tiffanyville,X6B9K7,2023-01-25,673,True,True,Silver
CUS000682,Julia,Williams,gibsonbrandon@example.com,1-503-925-1999,1979-09-19,46,M,AB,New Lucas,V3E 3H8,2025-02-15,787,True,True,Silver
CUS000683,Kaitlyn,Wright,bwhite@example.com,1-722-162-6549,1974-11-15,51,M,ON,East Jody,Y5J 5J5,2017-08-17,690,True,False,Silver
CUS000684,Rebecca,Smith,lromero@example.com,647-020-5968,1944-02-04,81,M,QC,Jakemouth,L7H4R3,2025-02-27,833,False,False,Silver
CUS000685,Carla,Stewart,josephchavez@example.com,252-259-2061 x658,1988-02-29,37,M,QC,North Destiny,G2M 6E7,2014-04-12,760,False,False,Bronze
CUS000686,Edward,Stewart,phall@example.com,662 942 0661,1964-09-07,61,F,QC,Lake Elizabethmouth,J4J 9E1,2011-09-03,605,False,False,Silver
CUS000687,Audrey,York,janetmoore@example.net,622.121.5481,1984-07-24,41,M,BC,Stephensside,R2M2A9,2015-11-24,780,True,True,Silver
CUS000688,Angela,Brown,vanessa20@example.org,+1 (929) 877-8735,1954-05-08,71,F,ON,Littleport,M3E4S5,2020-11-05,656,True,False,Gold
CUS000689,Daniel,Thomas,lstokes@example.org,(920) 410-4294,1992-03-28,33,M,QC,West Jessicahaven,C3V 7T5,2019-08-10,725,True,True,Bronze
CUS000690,Alison,Pearson,danieldunn@example.org,(466) 602-0005,2001-10-09,24,F,ON,Jamesfurt,E1A 6N3,2015-01-20,847,False,False,Silver
CUS000691,Olivia,Nolan,mcconnellangela@example.org,+1 (792) 990-0768,1945-03-09,80,F,BC,Avilabury,H9Y 7J4,2014-03-22,564,True,False,Bronze
CUS000692,Timothy,Mccullough,wagnercynthia@example.net,(462) 671-3684 x101,1986-03-06,39,F,QC,East Rachel,E4Y 6X3,2017-11-25,715,True,True,Silver
CUS000693,Carol,Chase,wnguyen@example.net,367-761-0659,1970-01-11,55,F,NB,Port Destinyview,C8G 7T2,2017-11-23,706,True,True,Silver
CUS000694,Wesley,Rodriguez,iriley@example.net,(684) 572-0266,1969-09-20,56,F,QC,Fergusonburgh,E8G4N5,2020-03-22,709,True,True,Silver
CUS000695,Brittany,Vance,matthewwalker@example.com,+1 (807) 429-9074,1991-03-02,34,M,AB,Hendersonport,T1R 9V1,2019-04-11,689,True,True,Bronze
CUS000696,Caitlin,Parker,wscott@example.net,1-764-183-9841,1973-06-26,52,F,ON,Maryhaven,J9R2Y7,2015-05-24,633,False,False,Bronze
CUS000697,Breanna,Johnson,leslie92@example.net,(760) 521-0262 x706,1963-04-24,62,M,ON,North Maryburgh,Y9L2P4,2011-01-11,747,True,False,Silver
CUS000698,Natalie,Berry,nancyballard@example.com,448-839-9741 x856,1977-01-14,48,Other,ON,Kramertown,A6J 7B7,2012-07-16,681,True,False,Bronze
CUS000699,Pamela,Osborne,deanna05@example.com,1-818-493-7846,1977-08-04,48,M,QC,Sloantown,X7V 1H1,2012-09-15,642,True,False,Bronze
CUS000700,Karen,Patterson,williamsjoseph@example.com,1-742-990-6745,1972-07-31,53,M,ON,Cardenasstad,M3B 3R2,2015-11-07,651,True,False,Bronze
CUS000701,Max,Harper,btaylor@example.org,121 905 3347,2001-04-13,24,F,QC,Timothyfurt,Y6M4N7,2015-11-21,658,True,True,Silver
CUS000702,Cole,Holloway,amandaedwards@example.com,124.553.1290,1972-10-06,53,M,ON,Andersonburgh,C3V 8K8,2013-05-13,573,True,True,Bronze
CUS000703,Kelsey,Herrera,christinapeters@example.net,1 (685) 229-4252,1961-02-15,64,Other,NB,New Markstad,T6C 1B9,2023-09-23,722,True,True,Silver
CUS000704,Brandon,Parker,greenshawn@example.com,635-352-4784 x171,1979-08-08,46,F,QC,Gonzalezport,B8N 9K9,2011-06-23,781,True,True,Gold
CUS000705,James,Moreno,ymiller@example.org,(938) 926-0878,2000-11-29,25,F,QC,West Laurafort,J9A7M3,2015-09-26,774,True,True,Gold
CUS000706,Bryan,White,aholt@example.com,(653) 780-1891,1973-06-13,52,M,QC,Lopezview,V8C7V3,2019-11-11,850,True,False,Silver
CUS000707,Raymond,Frederick,jeffrey62@example.net,1-166-450-9999,1971-09-17,54,F,ON,North Amandaside,V9K4A6,2013-06-19,709,True,False,Gold
CUS000708,Janet,Fernandez,salvarado@example.com,646 488 4997,1981-06-17,44,F,MB,Madisonfort,P9X2G1,2013-09-11,756,False,False,Bronze
CUS000709,Charles,Mcgee,msimon@example.net,124.883.9717,1986-12-13,39,F,ON,Ruthview,E7L8J3,2018-10-29,761,True,True,Gold
CUS000710,Peter,Mills,whitejeff@example.org,(888) 568-1193,1978-11-09,47,F,ON,West Sierramouth,A8H 8E1,2016-07-19,790,True,True,Silver
CUS000711,Dylan,Hensley,orichards@example.com,758.807.0532,1994-01-16,31,M,NL,North Barbarashire,A3K 8Y5,2013-01-10,676,False,True,Silver
CUS000712,Michelle,Bailey,jenniferwilliams@example.org,(858) 181-0450 x243,2004-03-24,21,M,ON,West Sarahhaven,J3R8R2,2014-04-05,671,False,False,Bronze
CUS000713,Michael,Le,ncarroll@example.com,(590) 058-5615,1974-06-22,51,M,SK,North Debra,R3K6V6,2022-10-21,685,False,False,Gold
CUS000714,Darrell,James,philipshelton@example.org,783 772 7028,1967-01-07,59,F,ON,Ortizmouth,M2H 7X5,2014-11-06,712,True,True,Silver
CUS000715,Lisa,Vega,johnsondaniel@example.net,953-584-6405 x103,1961-07-27,64,M,SK,South Tina,L7G 4V7,2013-01-09,751,True,True,Bronze
CUS000716,Meredith,Brennan,cynthia47@example.org,(793) 953-0969 x067,1986-04-13,39,F,NL,New Glennhaven,X6T6L2,2023-10-15,764,True,False,Silver
CUS000717,Joel,Decker,amanda72@example.com,774.306.8811,1959-11-11,66,F,QC,Kimberlyton,M9J 2X9,2018-05-20,645,False,True,Silver
CUS000718,Amy,Ramos,suzanne33@example.org,+1 (147) 704-1309,1979-08-24,46,M,AB,West Jameschester,H7Y 3G6,2014-12-20,612,True,True,Silver
CUS000719,Garrett,Williams,carlos23@example.org,157-720-4410,1993-09-24,32,M,ON,Norrisview,J6H 4L9,2020-08-14,709,False,True,Silver
CUS000720,Brian,Webb,corey22@example.com,(370) 987-2649 x632,1967-05-25,58,F,QC,Wilkinsonberg,M4A 3L7,2012-07-05,649,True,False,Bronze
CUS000721,Amanda,Howell,leepatrick@example.com,363.070.2867,1966-01-29,59,M,BC,Port Austin,K3R2S6,2013-12-15,712,True,False,Gold
CUS000722,Susan,Silva,morganthomas@example.com,801-732-5900,1964-03-28,61,F,QC,Daviston,H2H4C9,2023-02-25,696,False,False,Silver
CUS000723,Ashley,Paul,pwilkerson@example.com,322-104-5461 x719,1982-07-27,43,F,NB,South Marymouth,M1K3S4,2022-05-09,638,True,True,Gold
CUS000724,Kelly,Buchanan,isaiahthomas@example.net,+1 (102) 523-9412,1991-08-09,34,F,AB,Judymouth,H4R3A7,2020-08-04,697,True,False,Silver
CUS000725,Michael,Davis,thomasmiller@example.com,1-280-245-5985,1987-05-28,38,F,QC,North Daniel,N3Y 7C9,2024-02-29,623,True,True,Gold
CUS000726,Victoria,Warner,jscott@example.com,(562) 376-0088 x447,1978-01-17,47,M,ON,South Lori,E5B 3V2,2017-07-18,651,True,False,Bronze
CUS000727,Bradley,Powell,philliphayden@example.net,835 348 4864,1942-12-19,83,M,QC,New Ericbury,N3L3S1,2013-07-13,692,True,False,Bronze
CUS000728,Whitney,Gonzalez,vparks@example.org,955-033-0000,1997-07-17,28,M,BC,Port Kelly,T1K1E9,2018-10-18,778,True,True,Bronze
CUS000729,Kayla,Carroll,martinezdavid@example.org,891-692-3273,1961-10-06,64,M,ON,Singhton,A5Y9N2,2025-02-01,595,True,False,Bronze
CUS000730,Michelle,Kelley,ycooke@example.org,200-998-4336,1962-11-29,63,M,MB,South Christopher,X2C 9N6,2021-05-19,850,True,False,Silver
CUS000731,Mark,Thomas,edward03@example.net,1-101-535-3466,1951-06-20,74,M,MB,Hardingview,L8R3S1,2012-06-12,754,False,False,Silver
CUS000732,Andrea,Adams,patrickjasmine@example.net,382.238.7940,1987-12-25,38,M,NS,Taylorhaven,X5C6V3,2017-12-30,714,True,True,Bronze
CUS000733,Kristine,Howard,robertmoore@example.org,1 (370) 041-2918,1981-07-29,44,M,PE,Danielville,C6H1N5,2020-12-13,636,True,True,Silver
CUS000734,Patricia,Wilson,browncarolyn@example.org,946-600-1283,1988-03-01,37,M,ON,North Christopherburgh,G6S 2C3,2011-06-18,711,True,False,Gold
CUS000735,Rebecca,Potts,alexander66@example.com,(444) 604-2276,1984-11-15,41,F,QC,Patricktown,C1N 6K8,2021-10-01,674,True,True,Silver
CUS000736,Lauren,Bird,travis24@example.org,1 (286) 176-8225,1963-10-09,62,M,PE,Port Stephen,R9T 7A7,2021-07-08,701,True,False,Silver
CUS000737,Paul,Bell,icisneros@example.com,897.687.8494,1993-06-28,32,F,NB,Lake Erikton,P7A 2B9,2015-07-19,850,True,False,Silver
CUS000738,Ariel,Holder,davidedwards@example.com,(240) 466-8212,1976-05-11,49,F,PE,Bridgesstad,P1L 7H5,2022-12-21,696,True,False,Bronze
CUS000739,Dawn,Miller,garciajennifer@example.com,(488) 182-7306,1982-04-30,43,M,ON,Ericaport,C5X 7X9,2011-05-15,693,False,False,Bronze
CUS000740,Richard,Green,reedcorey@example.org,421-254-3412,1958-11-20,67,M,ON,Lake Richardport,A3K2V9,2016-10-07,820,True,True,Bronze
CUS000741,Vanessa,Harris,keyjames@example.net,889-990-1140 x034,1968-11-01,57,M,QC,North Karen,E7T1Y2,2024-03-21,705,False,True,Silver
CUS000742,Katherine,Henson,kathleencase@example.net,184-194-7855,1953-08-26,72,F,QC,East Susanmouth,N2X 1H8,2024-10-14,737,True,True,Silver
CUS000743,Angela,Lowe,amills@example.com,179 037 1616,1982-07-29,43,M,MB,Port Christinaberg,J8R 8L2,2019-01-04,639,False,False,Silver
CUS000744,Todd,Monroe,westrobert@example.org,124-808-5578,1985-01-14,40,F,QC,Elizabethport,G3J 3R2,2016-11-06,600,True,False,Bronze
CUS000745,Benjamin,Holder,darnold@example.com,+1 (470) 675-1691,2000-08-07,25,M,QC,Heidiberg,N7B 5E3,2016-10-25,692,True,True,Bronze
CUS000746,Adam,Pennington,jameswilliams@example.net,(542) 431-9839 x248,1943-07-11,82,M,QC,North Alejandro,S6C 4A1,2013-03-21,540,True,False,Bronze
CUS000747,Micheal,Jones,wcortez@example.net,(164) 633-9534 x811,1966-05-07,59,F,BC,Port Joshuafort,L9G7V2,2015-10-18,720,True,False,Silver
CUS000748,John,Rogers,taylorkaylee@example.com,551-239-5978 x155,1990-03-06,35,M,AB,Port Emilymouth,K3R 5A5,2017-07-07,651,False,False,Bronze
CUS000749,Joanna,Ewing,roberto77@example.org,851-710-7308,1995-02-22,30,M,NS,Trujillofort,V2B 8J6,2015-08-08,654,True,False,Bronze
CUS000750,Jeremy,Smith,pamelaphillips@example.org,1-685-726-0292,1987-04-13,38,M,ON,Jenningsfurt,T9H 5Y1,2017-09-18,610,True,False,Bronze
CUS000751,Roy,Taylor,ydelgado@example.net,(727) 135-3867,1983-09-18,42,Other,QC,Cassandraborough,X7V1B5,2018-09-26,609,True,False,Gold
CUS000752,Sharon,Chaney,gregorybenson@example.com,(740) 508-9273,1955-10-06,70,F,ON,Caitlynmouth,L4A6N7,2017-09-27,628,True,True,Silver
CUS000753,Jillian,Porter,vporter@example.com,1-326-190-3842,2006-07-02,19,M,QC,Bradyberg,J3H3B3,2018-03-20,783,True,False,Bronze
CUS000754,Daniel,Jones,pgreer@example.com,+1 (991) 716-2042,1979-05-24,46,F,BC,Josephside,Y6K3B2,2023-06-27,760,False,True,Silver
CUS000755,Stephanie,Smith,jacobroach@example.net,+1 (298) 014-2647,1970-01-31,55,M,SK,Port Charlesmouth,J4C 8R1,2024-04-09,733,True,False,Bronze
CUS000756,Gina,Pugh,brandy32@example.com,724-469-3172 x947,1973-01-01,53,F,MB,New Jeffreyshire,R1N 3L6,2020-03-17,824,True,False,Bronze
CUS000757,Cheyenne,Hatfield,daniel93@example.net,(227) 272-8129,1989-11-05,36,M,QC,West Denise,S7B7G8,2016-12-01,701,True,True,Silver
CUS000758,Mark,Jackson,angelatorres@example.org,749-950-7088 x640,1995-10-09,30,F,SK,Karentown,B2Y 3A1,2013-07-01,592,True,True,Gold
CUS000759,Kelsey,Strong,nicole39@example.org,1-448-909-3225,1958-04-09,67,M,AB,North Susan,P3C 6B6,2016-02-26,782,True,False,Silver
CUS000760,Teresa,Wilson,veronicacampbell@example.net,436-988-8439,1975-10-11,50,F,ON,East Nancy,K7R3H1,2023-02-18,735,True,True,Bronze
CUS000761,Anthony,Elliott,daviddecker@example.com,1-312-907-5965,1974-12-22,51,F,ON,East Johnfort,J8C5V6,2015-03-03,659,True,True,Gold
CUS000762,Cameron,Smith,caitlincamacho@example.net,793.759.1922,1975-06-20,50,M,QC,North Timothy,R5G 8S6,2013-04-11,735,True,False,Gold
CUS000763,Melissa,Soto,gking@example.org,396-173-0099,1969-09-06,56,M,ON,Leslieberg,B2J2H6,2021-05-01,667,True,False,Silver
CUS000764,Michelle,Gomez,clinton32@example.org,543.087.7972,1956-06-27,69,M,BC,West Heather,G9G9C4,2021-08-02,650,True,True,Silver
CUS000765,Jonathan,Yates,isabella81@example.net,404 877 0676,1984-12-25,41,M,PE,Port George,P1E3P6,2017-12-29,725,True,False,Silver
CUS000766,Amy,Roberts,hhill@example.com,(158) 838-2567 x262,1956-10-05,69,Other,NB,Raymondberg,P6M 6J2,2022-09-29,686,True,False,Silver
CUS000767,Peter,Peters,isaiahbell@example.org,(325) 624-7286 x394,1968-09-01,57,F,ON,Port Sonyaburgh,L3C 1M1,2020-01-21,656,True,False,Silver
CUS000768,Diana,Foster,awilliams@example.com,845-095-6321,1978-11-10,47,M,ON,North Jenniferland,C6K 4K9,2020-04-04,694,True,False,Silver
CUS000769,Dennis,Evans,ldavis@example.org,+1 (600) 608-2770,1986-06-03,39,M,QC,Rodriguezchester,V7S 5G4,2021-08-05,694,True,True,Silver
CUS000770,Jennifer,Gomez,armstrongjeremy@example.org,(446) 176-2313,1967-10-23,58,M,BC,North Dawnview,C3S4M2,2016-10-29,718,True,True,Silver
CUS000771,Joshua,Montoya,sextonjames@example.org,376-857-6063 x494,2002-08-24,23,F,QC,Port Joshuachester,V2N 9N9,2017-08-10,689,True,True,Silver
CUS000772,Whitney,Huff,kharvey@example.org,542 024 8374,1957-10-17,68,M,ON,Port Tylerbury,P4S9N7,2019-07-26,777,False,False,Bronze
CUS000773,Shane,Hodges,martinmorgan@example.net,1 (336) 268-9047,1974-03-22,51,M,ON,Grossview,A4A 9N6,2020-05-11,682,True,False,Bronze
CUS000774,Lawrence,Harmon,greg64@example.org,1 (599) 009-3781,1962-09-11,63,M,QC,West Tracychester,M9K 9T5,2015-02-19,794,True,True,Bronze
CUS000775,Stephen,Foster,wmiller@example.com,1 (264) 672-6368,1971-05-23,54,M,AB,Nicoleland,X3B8B8,2024-10-24,707,False,True,Bronze
CUS000776,Gary,Cameron,waterskyle@example.org,486-043-5660 x503,1971-06-20,54,M,ON,Vargasbury,A8R 4V1,2023-03-21,652,True,False,Silver
CUS000777,Thomas,Moody,kelleyderek@example.net,866 794 1908,1963-07-13,62,M,BC,Murphyhaven,B4R7V4,2015-07-27,630,True,False,Gold
CUS000778,Lisa,Horton,barcher@example.net,1 (550) 492-2170,1944-09-02,81,M,BC,Hubbardland,T7A4S3,2023-07-16,672,True,False,Silver
CUS000779,Kathryn,Morales,beckyhayden@example.org,939-928-9198 x271,1970-03-06,55,F,AB,Tammyborough,T1C 9T7,2023-04-17,751,True,False,Bronze
CUS000780,Kyle,Baker,kmatthews@example.org,(298) 313-5490,1944-04-21,81,F,ON,Colefurt,C8N 4Y1,2016-07-05,735,True,False,Bronze
CUS000781,Wendy,Moreno,jesse84@example.net,(102) 178-1678,1989-05-30,36,F,QC,Finleyview,E1N 2X7,2020-09-22,663,False,False,Gold
CUS000782,Johnny,Barton,rachelvaldez@example.org,1 (703) 701-7092,1994-08-27,31,M,BC,South Nicholeborough,X9Y 2B8,2013-05-26,670,True,False,Silver
CUS000783,Edward,Martin,ppierce@example.com,1-685-007-2889,1962-12-22,63,M,ON,Lake Deborah,C9C1S7,2025-01-01,718,True,True,Silver
